"","pathway","description","genes_in_pathway","matches","%_match","pValue","adj.pValue","overlap"
"decreased protein localization to cleavage furrow","decreased protein localization to cleavage furrow","""decreased protein localization to cleavage furrow""","4","0","0","1","1",""
"decreased protein localization to cytoplasm","decreased protein localization to cytoplasm","""decreased protein localization to cytoplasm""","1","0","0","1","1",""
"decreased protein localization to leading edge","decreased protein localization to leading edge","""decreased protein localization to leading edge""","1","0","0","1","1",""
"decreased protein localization to microtubule organizing center","decreased protein localization to microtubule organizing center","""decreased protein localization to microtubule organizing center""","0","0","NaN","1","1",""
"decreased protein localization to nuclear envelope","decreased protein localization to nuclear envelope","""decreased protein localization to nuclear envelope""","1","0","0","1","1",""
"decreased protein localization to nucleus","decreased protein localization to nucleus","""decreased protein localization to nucleus""","1","0","0","1","1",""
"decreased protein localization to phagocytic vesicle","decreased protein localization to phagocytic vesicle","""decreased protein localization to phagocytic vesicle""","2","0","0","1","1",""
"decreased protein localization to plasma membrane","decreased protein localization to plasma membrane","""decreased protein localization to plasma membrane""","10","0","0","1","1",""
"decreased protein localization to post-lysosomal vacuole","decreased protein localization to post-lysosomal vacuole","""decreased protein localization to post-lysosomal vacuole""","0","0","NaN","1","1",""
"decreased protein localization to pseudopodium","decreased protein localization to pseudopodium","""decreased protein localization to pseudopodium""","1","0","0","1","1",""
"decreased protein localization","decreased protein localization","""decreased protein localization""","4","0","0","1","1",""
"decreased protein modification","decreased protein modification","""decreased protein modification""","1","0","0","1","1",""
"decreased protein phosphorylation","decreased protein phosphorylation","""decreased protein phosphorylation""","8","0","0","1","1",""
"decreased protein processing in phagocytic vesicle","decreased protein processing in phagocytic vesicle","""decreased protein processing in phagocytic vesicle""","6","0","0","1","1",""
"decreased protein stabilization","decreased protein stabilization","""decreased protein stabilization""","4","0","0","1","1",""
"decreased protein tyrosine phosphorylation","decreased protein tyrosine phosphorylation","""decreased protein tyrosine phosphorylation""","2","0","0","1","1",""
"decreased pseudopodium formation","decreased pseudopodium formation","""decreased pseudopodium formation""","4","0","0","1","1",""
"decreased pseudopodium retraction","decreased pseudopodium retraction","""decreased pseudopodium retraction""","2","0","0","1","1",""
"decreased pseudopodium size","decreased pseudopodium size","""decreased pseudopodium size""","2","0","0","1","1",""
"decreased pteridine level","decreased pteridine level","""decreased pteridine level""","0","0","NaN","1","1",""
"decreased rate of endocytosis","decreased rate of endocytosis","""decreased rate of endocytosis""","6","0","0","1","1",""
"decreased resistance to bleomycin","decreased resistance to bleomycin","""decreased resistance to bleomycin""","5","0","0","1","1",""
"decreased resistance to carboplatin","decreased resistance to carboplatin","""decreased resistance to carboplatin""","3","0","0","1","1",""
"decreased resistance to cisplatin","decreased resistance to cisplatin","""decreased resistance to cisplatin""","6","0","0","1","1",""
"decreased resistance to mitomycin C","decreased resistance to mitomycin C","""decreased resistance to mitomycin C""","1","0","0","1","1",""
"decreased resistance to nocodazole","decreased resistance to nocodazole","""decreased resistance to nocodazole""","0","0","NaN","1","1",""
"decreased resistance to phleomycin","decreased resistance to phleomycin","""decreased resistance to phleomycin""","3","0","0","1","1",""
"decreased response to DIF-1","decreased response to DIF-1","""decreased response to DIF-1""","1","0","0","1","1",""
"decreased response to bacterium","decreased response to bacterium","""decreased response to bacterium""","1","0","0","1","1",""
"decreased response to cAMP","decreased response to cAMP","""decreased response to cAMP""","2","0","0","1","1",""
"decreased response to hypoxia","decreased response to hypoxia","""decreased response to hypoxia""","1","0","0","1","1",""
"decreased sexual fusion","decreased sexual fusion","""decreased sexual fusion""","3","0","0","1","1",""
"decreased single-strand break repair","decreased single-strand break repair","""decreased single-strand break repair""","2","0","0","1","1",""
"decreased size of astral microtubules","decreased size of astral microtubules","""decreased size of astral microtubules""","0","0","NaN","1","1",""
"decreased slime trail","decreased slime trail","""decreased slime trail""","1","0","0","1","1",""
"decreased slug migration","decreased slug migration","""decreased slug migration""","11","0","0","1","1",""
"decreased small molecule binding","decreased small molecule binding","""decreased small molecule binding""","2","0","0","1","1",""
"decreased socially cooperative development","decreased socially cooperative development","""decreased socially cooperative development""","19","0","0","1","1",""
"decreased sorus size","decreased sorus size","""decreased sorus size""","2","0","0","1","1",""
"decreased spore cell differentiation","decreased spore cell differentiation","""decreased spore cell differentiation""","13","0","0","1","1",""
"decreased spore resistance to hydrogen peroxide","decreased spore resistance to hydrogen peroxide","""decreased spore resistance to hydrogen peroxide""","1","0","0","1","1",""
"decreased spore size","decreased spore size","""decreased spore size""","4","0","0","1","1",""
"decreased stalk cell differentiation","decreased stalk cell differentiation","""decreased stalk cell differentiation""","4","0","0","1","1",""
"decreased stalk length","decreased stalk length","""decreased stalk length""","16","0","0","1","1",""
"decreased standing slug width","decreased standing slug width","""decreased standing slug width""","3","0","0","1","1",""
"decreased substrate adhesion-dependent cell spreading","decreased substrate adhesion-dependent cell spreading","""decreased substrate adhesion-dependent cell spreading""","2","0","0","1","1",""
"decreased superoxide generation","decreased superoxide generation","""decreased superoxide generation""","5","0","0","1","1",""
"decreased taxis","decreased taxis","""decreased taxis""","6","0","0","1","1",""
"decreased uropod retraction","decreased uropod retraction","""decreased uropod retraction""","3","0","0","1","1",""
"delayed cell separation during cytokinesis","delayed cell separation during cytokinesis","""delayed cell separation during cytokinesis""","2","0","0","1","1",""
"delayed culmination","delayed culmination","""delayed culmination""","29","0","0","1","1",""
"delayed cytokinesis","delayed cytokinesis","""delayed cytokinesis""","1","0","0","1","1",""
"delayed development of tipped mound","delayed development of tipped mound","""delayed development of tipped mound""","13","0","0","1","1",""
"delayed gene expression","delayed gene expression","""delayed gene expression""","14","0","0","1","1",""
"delayed hypotonic response","delayed hypotonic response","""delayed hypotonic response""","3","0","0","1","1",""
"delayed mitotic cell cycle","delayed mitotic cell cycle","""delayed mitotic cell cycle""","2","0","0","1","1",""
"delayed phagosome acidification","delayed phagosome acidification","""delayed phagosome acidification""","2","0","0","1","1",""
"delayed phagosome reneutralization","delayed phagosome reneutralization","""delayed phagosome reneutralization""","1","0","0","1","1",""
"delayed prespore gene expression","delayed prespore gene expression","""delayed prespore gene expression""","3","0","0","1","1",""
"delayed prestalk gene expression","delayed prestalk gene expression","""delayed prestalk gene expression""","7","0","0","1","1",""
"delayed pseudopodium formation","delayed pseudopodium formation","""delayed pseudopodium formation""","1","0","0","1","1",""
"delayed response to cAMP","delayed response to cAMP","""delayed response to cAMP""","1","0","0","1","1",""
"delayed slug development","delayed slug development","""delayed slug development""","5","0","0","1","1",""
"delayed sporulation","delayed sporulation","""delayed sporulation""","2","0","0","1","1",""
"development arrests at slug stage","development arrests at slug stage","""development arrests at slug stage""","17","0","0","1","1",""
"development arrests at tight mound stage","development arrests at tight mound stage","""development arrests at tight mound stage""","1","0","0","1","1",""
"development arrests at tipped mound stage","development arrests at tipped mound stage","""development arrests at tipped mound stage""","12","0","0","1","1",""
"increased  glucose level","increased  glucose level","""increased  glucose level""","3","0","0","1","1",""
"increased 2 3-bisphosphoglycerate level","increased 2 3-bisphosphoglycerate level","""increased 2 3-bisphosphoglycerate level""","1","0","0","1","1",""
"increased ATP level","increased ATP level","""increased ATP level""","1","0","0","1","1",""
"increased actin bundle formation","increased actin bundle formation","""increased actin bundle formation""","1","0","0","1","1",""
"increased actin filament depolymerization","increased actin filament depolymerization","""increased actin filament depolymerization""","1","0","0","1","1",""
"increased actin filament polymerization at leading edge","increased actin filament polymerization at leading edge","""increased actin filament polymerization at leading edge""","4","0","0","1","1",""
"increased actin filament polymerization","increased actin filament polymerization","""increased actin filament polymerization""","31","1","3.23","0.189318187904067","1","8626211"
"increased actin phosphorylation","increased actin phosphorylation","""increased actin phosphorylation""","2","0","0","1","1",""
"increased activation of GTPase activity","increased activation of GTPase activity","""increased activation of GTPase activity""","9","0","0","1","1",""
"increased adenylate cyclase activity","increased adenylate cyclase activity","""increased adenylate cyclase activity""","1","0","0","1","1",""
"increased autophagic cell death","increased autophagic cell death","""increased autophagic cell death""","1","0","0","1","1",""
"increased bleb assembly","increased bleb assembly","""increased bleb assembly""","13","0","0","1","1",""
"increased cAMP binding","increased cAMP binding","""increased cAMP binding""","1","0","0","1","1",""
"increased cAMP level","increased cAMP level","""increased cAMP level""","8","0","0","1","1",""
"increased cGMP biosynthesis","increased cGMP biosynthesis","""increased cGMP biosynthesis""","1","0","0","1","1",""
"increased cGMP-mediated signaling","increased cGMP-mediated signaling","""increased cGMP-mediated signaling""","2","0","0","1","1",""
"increased calcium-dependent cell-cell adhesion","increased calcium-dependent cell-cell adhesion","""increased calcium-dependent cell-cell adhesion""","1","0","0","1","1",""
"increased calcium-independent cell-cell adhesion","increased calcium-independent cell-cell adhesion","""increased calcium-independent cell-cell adhesion""","2","0","0","1","1",""
"increased catalytic activity","increased catalytic activity","""increased catalytic activity""","4","0","0","1","1",""
"increased cell death","increased cell death","""increased cell death""","12","0","0","1","1",""
"increased cell differentiation","increased cell differentiation","""increased cell differentiation""","1","0","0","1","1",""
"increased cell migration to prestalk region","increased cell migration to prestalk region","""increased cell migration to prestalk region""","5","0","0","1","1",""
"increased cell-cell adhesion","increased cell-cell adhesion","""increased cell-cell adhesion""","13","0","0","1","1",""
"increased cell-substrate adhesion","increased cell-substrate adhesion","""increased cell-substrate adhesion""","31","1","3.23","0.189318187904067","1","8623483"
"increased cellular localization","increased cellular localization","""increased cellular localization""","1","0","0","1","1",""
"increased cellular thermotolerance","increased cellular thermotolerance","""increased cellular thermotolerance""","4","0","0","1","1",""
"increased chemotaxis rate","increased chemotaxis rate","""increased chemotaxis rate""","4","0","0","1","1",""
"increased chemotaxis to arachidonic acid","increased chemotaxis to arachidonic acid","""increased chemotaxis to arachidonic acid""","1","0","0","1","1",""
"increased chemotaxis to folate","increased chemotaxis to folate","""increased chemotaxis to folate""","5","0","0","1","1",""
"increased contractile vacuole size","increased contractile vacuole size","""increased contractile vacuole size""","4","0","0","1","1",""
"increased culmination","increased culmination","""increased culmination""","1","0","0","1","1",""
"increased defense response to Gram-positive bacterium","increased defense response to Gram-positive bacterium","""increased defense response to Gram-positive bacterium""","1","0","0","1","1",""
"increased defense response to fungus","increased defense response to fungus","""increased defense response to fungus""","2","0","0","1","1",""
"increased endocytic recycling","increased endocytic recycling","""increased endocytic recycling""","1","0","0","1","1",""
"increased endosomal vesicle fusion","increased endosomal vesicle fusion","""increased endosomal vesicle fusion""","2","0","0","1","1",""
"increased endosome size","increased endosome size","""increased endosome size""","1","0","0","1","1",""
"increased establishment of cell polarity","increased establishment of cell polarity","""increased establishment of cell polarity""","4","0","0","1","1",""
"increased exocytosis","increased exocytosis","""increased exocytosis""","5","0","0","1","1",""
"increased filopodium formation","increased filopodium formation","""increased filopodium formation""","17","0","0","1","1",""
"increased guanyl-nucleotide exchange factor activity","increased guanyl-nucleotide exchange factor activity","""increased guanyl-nucleotide exchange factor activity""","2","0","0","1","1",""
"increased guanylyl cyclase activity","increased guanylyl cyclase activity","""increased guanylyl cyclase activity""","1","0","0","1","1",""
"increased intracellular ammonia level","increased intracellular ammonia level","""increased intracellular ammonia level""","1","0","0","1","1",""
"increased lateral pseudopodium formation","increased lateral pseudopodium formation","""increased lateral pseudopodium formation""","25","0","0","1","1",""
"increased lysosomal pH","increased lysosomal pH","""increased lysosomal pH""","2","0","0","1","1",""
"increased lysosome size","increased lysosome size","""increased lysosome size""","2","0","0","1","1",""
"increased macropinocytosis","increased macropinocytosis","""increased macropinocytosis""","8","0","0","1","1",""
"increased membrane ruffling","increased membrane ruffling","""increased membrane ruffling""","5","0","0","1","1",""
"increased mitochondrial fission","increased mitochondrial fission","""increased mitochondrial fission""","2","0","0","1","1",""
"increased myo-inositol level","increased myo-inositol level","""increased myo-inositol level""","1","0","0","1","1",""
"increased necrotic cell death","increased necrotic cell death","""increased necrotic cell death""","1","0","0","1","1",""
"increased number of autophagosomes","increased number of autophagosomes","""increased number of autophagosomes""","4","0","0","1","1",""
"increased number of centrosomes","increased number of centrosomes","""increased number of centrosomes""","3","0","0","1","1",""
"increased number of contractile vacuoles","increased number of contractile vacuoles","""increased number of contractile vacuoles""","1","0","0","1","1",""
"increased number of early culminant tips","increased number of early culminant tips","""increased number of early culminant tips""","3","0","0","1","1",""
"increased number of microtubule organizing center","increased number of microtubule organizing center","""increased number of microtubule organizing center""","2","0","0","1","1",""
"increased number of mitochondria","increased number of mitochondria","""increased number of mitochondria""","1","0","0","1","1",""
"increased number of mounds","increased number of mounds","""increased number of mounds""","6","0","0","1","1",""
"increased number of pinosomes","increased number of pinosomes","""increased number of pinosomes""","1","0","0","1","1",""
"increased phagocytosis","increased phagocytosis","""increased phagocytosis""","30","0","0","1","1",""
"increased phototaxis","increased phototaxis","""increased phototaxis""","1","0","0","1","1",""
"increased pinocytosis","increased pinocytosis","""increased pinocytosis""","7","0","0","1","1",""
"increased positive regulation of GTPase activity","increased positive regulation of GTPase activity","""increased positive regulation of GTPase activity""","2","0","0","1","1",""
"increased post-lysosomal vacuole size","increased post-lysosomal vacuole size","""increased post-lysosomal vacuole size""","1","0","0","1","1",""
"increased post-transciptional gene silencing by RNA","increased post-transciptional gene silencing by RNA","""increased post-transciptional gene silencing by RNA""","1","0","0","1","1",""
"increased pre-miRNA processing","increased pre-miRNA processing","""increased pre-miRNA processing""","2","0","0","1","1",""
"increased prespore cell differentiation","increased prespore cell differentiation","""increased prespore cell differentiation""","8","0","0","1","1",""
"increased prespore gene expression","increased prespore gene expression","""increased prespore gene expression""","5","0","0","1","1",""
"increased prestalk A cell differentiation","increased prestalk A cell differentiation","""increased prestalk A cell differentiation""","3","0","0","1","1",""
"increased prestalk B cell differentiation","increased prestalk B cell differentiation","""increased prestalk B cell differentiation""","1","0","0","1","1",""
"increased prestalk O cell differentiation","increased prestalk O cell differentiation","""increased prestalk O cell differentiation""","5","0","0","1","1",""
"increased prestalk cell differentiation","increased prestalk cell differentiation","""increased prestalk cell differentiation""","11","0","0","1","1",""
"increased prestalk gene expression","increased prestalk gene expression","""increased prestalk gene expression""","10","0","0","1","1",""
"increased protein binding","increased protein binding","""increased protein binding""","1","0","0","1","1",""
"increased protein kinase activation","increased protein kinase activation","""increased protein kinase activation""","14","0","0","1","1",""
"increased protein kinase activity","increased protein kinase activity","""increased protein kinase activity""","3","0","0","1","1",""
"increased protein localization to cell cortex","increased protein localization to cell cortex","""increased protein localization to cell cortex""","3","0","0","1","1",""
"increased protein localization to cell surface","increased protein localization to cell surface","""increased protein localization to cell surface""","1","0","0","1","1",""
"increased protein localization to cytoplasm","increased protein localization to cytoplasm","""increased protein localization to cytoplasm""","1","0","0","1","1",""
"increased protein localization to nucleus","increased protein localization to nucleus","""increased protein localization to nucleus""","2","0","0","1","1",""
"increased protein localization to pseudopodium","increased protein localization to pseudopodium","""increased protein localization to pseudopodium""","1","0","0","1","1",""
"increased protein localization","increased protein localization","""increased protein localization""","2","0","0","1","1",""
"increased protein modification","increased protein modification","""increased protein modification""","6","0","0","1","1",""
"increased protein phosphorylation","increased protein phosphorylation","""increased protein phosphorylation""","5","0","0","1","1",""
"increased protein secretion","increased protein secretion","""increased protein secretion""","2","0","0","1","1",""
"increased protein tyrosine phosphorylation","increased protein tyrosine phosphorylation","""increased protein tyrosine phosphorylation""","3","0","0","1","1",""
"increased pseudopodium formation","increased pseudopodium formation","""increased pseudopodium formation""","7","0","0","1","1",""
"increased pseudopodium size","increased pseudopodium size","""increased pseudopodium size""","1","0","0","1","1",""
"increased rate of endocytosis","increased rate of endocytosis","""increased rate of endocytosis""","2","0","0","1","1",""
"increased resistance to 5-Fluoroorotic acid","increased resistance to 5-Fluoroorotic acid","""increased resistance to 5-Fluoroorotic acid""","1","0","0","1","1",""
"increased resistance to N-Phenylthiourea","increased resistance to N-Phenylthiourea","""increased resistance to N-Phenylthiourea""","3","0","0","1","1",""
"increased resistance to alendronic acid","increased resistance to alendronic acid","""increased resistance to alendronic acid""","1","0","0","1","1",""
"increased resistance to carboplatin","increased resistance to carboplatin","""increased resistance to carboplatin""","2","0","0","1","1",""
"increased resistance to cheating during development","increased resistance to cheating during development","""increased resistance to cheating during development""","0","0","NaN","1","1",""
"increased resistance to naringenin","increased resistance to naringenin","""increased resistance to naringenin""","0","0","NaN","1","1",""
"increased resistance to nocodazole","increased resistance to nocodazole","""increased resistance to nocodazole""","0","0","NaN","1","1",""
"increased resistance to spectinomycin","increased resistance to spectinomycin","""increased resistance to spectinomycin""","1","0","0","1","1",""
"increased resistance to valproic acid","increased resistance to valproic acid","""increased resistance to valproic acid""","2","0","0","1","1",""
"increased response to cAMP","increased response to cAMP","""increased response to cAMP""","0","0","NaN","1","1",""
"increased response to hypoxia","increased response to hypoxia","""increased response to hypoxia""","4","0","0","1","1",""
"increased response to lithium","increased response to lithium","""increased response to lithium""","2","0","0","1","1",""
"increased secretion of lysosomal enzymes","increased secretion of lysosomal enzymes","""increased secretion of lysosomal enzymes""","8","0","0","1","1",""
"increased sorus size","increased sorus size","""increased sorus size""","4","0","0","1","1",""
"increased sporulation","increased sporulation","""increased sporulation""","4","0","0","1","1",""
"increased stalk cell differentiation","increased stalk cell differentiation","""increased stalk cell differentiation""","1","0","0","1","1",""
"increased stalk width","increased stalk width","""increased stalk width""","6","0","0","1","1",""
"increased standing slug length","increased standing slug length","""increased standing slug length""","2","0","0","1","1",""
"increased substrate adhesion-dependent cell spreading","increased substrate adhesion-dependent cell spreading","""increased substrate adhesion-dependent cell spreading""","1","0","0","1","1",""
"mitotic M phase arrest","mitotic M phase arrest","""mitotic M phase arrest""","1","0","0","1","1",""
"precocious culmination","precocious culmination","""precocious culmination""","4","0","0","1","1",""
"precocious development of tipped mound","precocious development of tipped mound","""precocious development of tipped mound""","4","0","0","1","1",""
"precocious development","precocious development","""precocious development""","30","1","3.33","0.183798225085711","1","8618358"
"precocious gene expression","precocious gene expression","""precocious gene expression""","14","0","0","1","1",""
"precocious hypotonic response","precocious hypotonic response","""precocious hypotonic response""","1","0","0","1","1",""
"precocious mitotic spindle elongation","precocious mitotic spindle elongation","""precocious mitotic spindle elongation""","1","0","0","1","1",""
"precocious phagosome acidification","precocious phagosome acidification","""precocious phagosome acidification""","1","0","0","1","1",""
"precocious prespore gene expression","precocious prespore gene expression","""precocious prespore gene expression""","4","0","0","1","1",""
"precocious prestalk gene expression","precocious prestalk gene expression","""precocious prestalk gene expression""","4","0","0","1","1",""
"precocious spore germination","precocious spore germination","""precocious spore germination""","4","0","0","1","1",""
"precocious sporulation","precocious sporulation","""precocious sporulation""","5","0","0","1","1",""
"wild type","wild type","""wild type""","346","15","4.34","3.00483596463546e-09","1.99821591648258e-06","8616402,8616495,8617591,8617592,8618223,8618358,8621902,8623948,8624038,8625542,8626305,8626571,8626797,8628576,8629459"
